Zip,City,State,Region,District,Country
68315,"Belvidere, NE, USA",NE,Central,District #30,USA
68316,"Benedict, NE, USA",NE,Central,District #30,USA
68317,"Bennet, NE, USA",NE,Central,District #30,USA
68318,"Blue Springs, NE, USA",NE,Central,District #30,USA
68319,"Bradshaw, NE, USA",NE,Central,District #30,USA
68320,"Brock, NE, USA",NE,Central,District #30,USA
68321,"Brownville, NE, USA",NE,Central,District #30,USA
68322,"Bruning, NE, USA",NE,Central,District #30,USA
68323,"Burchard, NE, USA",NE,Central,District #30,USA
68324,"Burr, NE, USA",NE,Central,District #30,USA
68325,"Byron, NE, USA",NE,Central,District #21,USA
68326,"Carleton, NE, USA",NE,Central,District #30,USA
68327,"Chester, NE, USA",NE,Central,District #21,USA
68328,"Clatonia, NE, USA",NE,Central,District #30,USA
68329,"Cook, NE, USA",NE,Central,District #30,USA
68330,"Cordova, NE, USA",NE,Central,District #30,USA
68331,"Cortland, NE, USA",NE,Central,District #30,USA
68332,"Crab Orchard, NE, USA",NE,Central,District #30,USA
68333,"Crete, NE, USA",NE,Central,District #30,USA
68335,"Davenport, NE, USA",NE,Central,District #30,USA
68336,"Davey, NE, USA",NE,Central,District #30,USA
68337,"Dawson, NE, USA",NE,Central,District #30,USA
68338,"Daykin, NE, USA",NE,Central,District #30,USA
68339,"Denton, NE, USA",NE,Central,District #30,USA
68340,"Deshler, NE, USA",NE,Central,District #30,USA
68341,"De Witt, NE, USA",NE,Central,District #30,USA
68342,"Diller, NE, USA",NE,Central,District #30,USA
68343,"Dorchester, NE, USA",NE,Central,District #30,USA
68344,"Douglas, NE, USA",NE,Central,District #30,USA
68345,"Du Bois, NE, USA",NE,Central,District #30,USA
68346,"Dunbar, NE, USA",NE,Central,District #30,USA
68347,"Eagle, NE, USA",NE,Central,District #30,USA
68348,"Elk Creek, NE, USA",NE,Central,District #30,USA
68349,"Elmwood, NE, USA",NE,Central,District #30,USA
68350,"Endicott, NE, USA",NE,Central,District #30,USA
68351,"Exeter, NE, USA",NE,Central,District #30,USA
68352,"Fairbury, NE, USA",NE,Central,District #30,USA
68354,"Fairmont, NE, USA",NE,Central,District #30,USA
68355,"Falls City, NE, USA",NE,Central,District #30,USA
68357,"Filley, NE, USA",NE,Central,District #30,USA
68358,"Firth, NE, USA",NE,Central,District #30,USA
68359,"Friend, NE, USA",NE,Central,District #30,USA
68360,"Garland, NE, USA",NE,Central,District #30,USA
68361,"Geneva, NE, USA",NE,Central,District #30,USA
68362,"Gilead, NE, USA",NE,Central,District #30,USA
68364,"Goehner, NE, USA",NE,Central,District #30,USA
68365,"Grafton, NE, USA",NE,Central,District #30,USA
68366,"Greenwood, NE, USA",NE,Central,District #30,USA
68367,"Gresham, NE, USA",NE,Central,District #30,USA
68368,"Hallam, NE, USA",NE,Central,District #30,USA
68370,"Hebron, NE, USA",NE,Central,District #30,USA
68371,"Henderson, NE, USA",NE,Central,District #30,USA
68372,"Hickman, NE, USA",NE,Central,District #30,USA
68375,"Hubbell, NE, USA",NE,Central,District #30,USA
68376,"Humboldt, NE, USA",NE,Central,District #30,USA
68377,"Jansen, NE, USA",NE,Central,District #30,USA
68378,"Johnson, NE, USA",NE,Central,District #30,USA
68379,"Julian, NE, USA",NE,Central,District #30,USA
68380,"Lewiston, NE, USA",NE,Central,District #30,USA
68381,"Liberty, NE, USA",NE,Central,District #30,USA
68382,"Lorton, NE, USA",NE,Central,District #30,USA
68401,"Mc Cool Junction, NE, USA",NE,Central,District #30,USA
68402,"Malcolm, NE, USA",NE,Central,District #30,USA
68403,"Manley, NE, USA",NE,Central,District #30,USA
68404,"Martell, NE, USA",NE,Central,District #30,USA
68405,"Milford, NE, USA",NE,Central,District #30,USA
68406,"Milligan, NE, USA",NE,Central,District #30,USA
68407,"Murdock, NE, USA",NE,Central,District #30,USA
68409,"Murray, NE, USA",NE,Central,District #30,USA
68410,"Nebraska City, NE, USA",NE,Central,District #30,USA
68413,"Nehawka, NE, USA",NE,Central,District #30,USA
68414,"Nemaha, NE, USA",NE,Central,District #30,USA
68415,"Odell, NE, USA",NE,Central,District #30,USA
68416,"Ohiowa, NE, USA",NE,Central,District #30,USA
68417,"Otoe, NE, USA",NE,Central,District #30,USA
68418,"Palmyra, NE, USA",NE,Central,District #30,USA
68419,"Panama, NE, USA",NE,Central,District #30,USA
68420,"Pawnee City, NE, USA",NE,Central,District #30,USA
68421,"Peru, NE, USA",NE,Central,District #30,USA
68422,"Pickrell, NE, USA",NE,Central,District #30,USA
43430,"Genoa, OH, USA",OH,East,District #14,USA
43431,"Gibsonburg, OH, USA",OH,East,District #14,USA
43432,"Graytown, OH, USA",OH,East,District #14,USA
43433,"Gypsum, OH, USA",OH,East,District #14,USA
43434,"Harbor View, OH, USA",OH,East,District #14,USA
43435,"Helena, OH, USA",OH,East,District #14,USA
43436,"Isle Saint George, OH, USA",OH,East,District #14,USA
43437,"Jerry City, OH, USA",OH,East,District #14,USA
43438,"Kelleys Island, OH, USA",OH,East,District #14,USA
43439,"Lacarne, OH, USA",OH,East,District #14,USA
43440,"Lakeside Marblehead, OH, USA",OH,East,District #14,USA
43441,"Lemoyne, OH, USA",OH,East,District #14,USA
43442,"Lindsey, OH, USA",OH,East,District #14,USA
43443,"Luckey, OH, USA",OH,East,District #14,USA
43445,"Martin, OH, USA",OH,East,District #14,USA
43446,"Middle Bass, OH, USA",OH,East,District #14,USA
43447,"Millbury, OH, USA",OH,East,District #14,USA
43449,"Oak Harbor, OH, USA",OH,East,District #14,USA
43450,"Pemberville, OH, USA",OH,East,District #14,USA
43451,"Portage, OH, USA",OH,East,District #14,USA
43452,"Port Clinton, OH, USA",OH,East,District #14,USA
43456,"Put in Bay, OH, USA",OH,East,District #14,USA
43457,"Risingsun, OH, USA",OH,East,District #14,USA
43458,"Rocky Ridge, OH, USA",OH,East,District #14,USA
43460,"Rossford, OH, USA",OH,East,District #14,USA
43462,"Rudolph, OH, USA",OH,East,District #14,USA
43463,"Stony Ridge, OH, USA",OH,East,District #14,USA
43464,"Vickery, OH, USA",OH,East,District #14,USA
43465,"Walbridge, OH, USA",OH,East,District #14,USA
43466,"Wayne, OH, USA",OH,East,District #14,USA
43467,"West Millgrove, OH, USA",OH,East,District #14,USA
43468,"Williston, OH, USA",OH,East,District #14,USA
43469,"Woodville, OH, USA",OH,East,District #14,USA
43501,"Alvordton, OH, USA",OH,East,District #14,USA
43502,"Archbold, OH, USA",OH,East,District #14,USA
43504,"Berkey, OH, USA",OH,East,District #14,USA
43505,"Blakeslee, OH, USA",OH,East,District #14,USA
43506,"Bryan, OH, USA",OH,East,District #14,USA
43510,"Colton, OH, USA",OH,East,District #14,USA
43511,"Custar, OH, USA",OH,East,District #16,USA
43512,"Defiance, OH, USA",OH,East,District #14,USA
43515,"Delta, OH, USA",OH,East,District #14,USA
43516,"Deshler, OH, USA",OH,East,District #16,USA
43517,"Edgerton, OH, USA",OH,East,District #14,USA
43518,"Edon, OH, USA",OH,East,District #14,USA
43519,"Evansport, OH, USA",OH,East,District #14,USA
43520,"Farmer, OH, USA",OH,East,District #14,USA
43521,"Fayette, OH, USA",OH,East,District #14,USA
43522,"Grand Rapids, OH, USA",OH,East,District #14,USA
43523,"Grelton, OH, USA",OH,East,District #14,USA
43524,"Hamler, OH, USA",OH,East,District #14,USA
43525,"Haskins, OH, USA",OH,East,District #14,USA
43526,"Hicksville, OH, USA",OH,East,District #16,USA
43527,"Holgate, OH, USA",OH,East,District #14,USA
43528,"Holland, OH, USA",OH,East,District #14,USA
43529,"Hoytville, OH, USA",OH,East,District #16,USA
43530,"Jewell, OH, USA",OH,East,District #14,USA
43531,"Kunkle, OH, USA",OH,East,District #14,USA
43532,"Liberty Center, OH, USA",OH,East,District #14,USA
43533,"Lyons, OH, USA",OH,East,District #14,USA
43534,"Mc Clure, OH, USA",OH,East,District #14,USA
43535,"Malinta, OH, USA",OH,East,District #14,USA
43536,"Mark Center, OH, USA",OH,East,District #16,USA
43537,"Maumee, OH, USA",OH,East,District #14,USA
43540,"Metamora, OH, USA",OH,East,District #14,USA
43541,"Milton Center, OH, USA",OH,East,District #16,USA
43542,"Monclova, OH, USA",OH,East,District #14,USA
43543,"Montpelier, OH, USA",OH,East,District #14,USA
43545,"Napoleon, OH, USA",OH,East,District #14,USA
43547,"Neapolis, OH, USA",OH,East,District #14,USA
43548,"New Bavaria, OH, USA",OH,East,District #14,USA
43549,"Ney, OH, USA",OH,East,District #14,USA
43550,"Okolona, OH, USA",OH,East,District #14,USA
43551,"Perrysburg, OH, USA",OH,East,District #14,USA
43552,"Perrysburg, OH, USA",OH,East,District #14,USA
43553,"Pettisville, OH, USA",OH,East,District #14,USA
43554,"Pioneer, OH, USA",OH,East,District #14,USA
43555,"Ridgeville Corners, OH, USA",OH,East,District #14,USA
43556,"Sherwood, OH, USA",OH,East,District #14,USA
43557,"Stryker, OH, USA",OH,East,District #14,USA
43558,"Swanton, OH, USA",OH,East,District #14,USA
43560,"Sylvania, OH, USA",OH,East,District #14,USA
43565,"Tontogany, OH, USA",OH,East,District #14,USA
43566,"Waterville, OH, USA",OH,East,District #14,USA
43567,"Wauseon, OH, USA",OH,East,District #14,USA
43569,"Weston, OH, USA",OH,East,District #14,USA
43570,"West Unity, OH, USA",OH,East,District #14,USA
43571,"Whitehouse, OH, USA",OH,East,District #14,USA
43601,"Toledo, OH, USA",OH,East,District #14,USA
43603,"Toledo, OH, USA",OH,East,District #14,USA
43604,"Toledo, OH, USA",OH,East,District #14,USA
43605,"Toledo, OH, USA",OH,East,District #14,USA
43606,"Toledo, OH, USA",OH,East,District #14,USA
43607,"Toledo, OH, USA",OH,East,District #14,USA
43608,"Toledo, OH, USA",OH,East,District #14,USA
43609,"Toledo, OH, USA",OH,East,District #14,USA
43610,"Toledo, OH, USA",OH,East,District #14,USA
43611,"Toledo, OH, USA",OH,East,District #14,USA
43612,"Toledo, OH, USA",OH,East,District #14,USA
43613,"Toledo, OH, USA",OH,East,District #14,USA
43614,"Toledo, OH, USA",OH,East,District #14,USA
43615,"Toledo, OH, USA",OH,East,District #14,USA
43616,"Oregon, OH, USA",OH,East,District #14,USA
43617,"Toledo, OH, USA",OH,East,District #14,USA
43618,"Oregon, OH, USA",OH,East,District #14,USA
43619,"Northwood, OH, USA",OH,East,District #14,USA
43620,"Toledo, OH, USA",OH,East,District #14,USA
43623,"Toledo, OH, USA",OH,East,District #14,USA
43635,"Toledo, OH, USA",OH,East,District #14,USA
43652,"Toledo, OH, USA",OH,East,District #14,USA
43654,"Toledo, OH, USA",OH,East,District #14,USA
43656,"Toledo, OH, USA",OH,East,District #14,USA
43657,"Toledo, OH, USA",OH,East,District #14,USA
43659,"Toledo, OH, USA",OH,East,District #14,USA
43660,"Toledo, OH, USA",OH,East,District #14,USA
43661,"Toledo, OH, USA",OH,East,District #14,USA
43666,"Toledo, OH, USA",OH,East,District #14,USA
43667,"Toledo, OH, USA",OH,East,District #14,USA
43681,"Toledo, OH, USA",OH,East,District #14,USA
43682,"Toledo, OH, USA",OH,East,District #14,USA
43697,"Toledo, OH, USA",OH,East,District #14,USA
43699,"Toledo, OH, USA",OH,East,District #14,USA
43701,"Zanesville, OH, USA",OH,East,District #15,USA
43702,"Zanesville, OH, USA",OH,East,District #15,USA
43711,"Ava, OH, USA",OH,East,District #15,USA
43713,"Barnesville, OH, USA",OH,East,District #15,USA
43716,"Beallsville, OH, USA",OH,East,District #15,USA
43717,"Belle Valley, OH, USA",OH,East,District #15,USA
43718,"Belmont, OH, USA",OH,East,District #15,USA
43719,"Bethesda, OH, USA",OH,East,District #15,USA
43720,"Blue Rock, OH, USA",OH,East,District #15,USA
43721,"Brownsville, OH, USA",OH,East,District #15,USA
43722,"Buffalo, OH, USA",OH,East,District #15,USA
43723,"Byesville, OH, USA",OH,East,District #15,USA
43724,"Caldwell, OH, USA",OH,East,District #15,USA
43725,"Cambridge, OH, USA",OH,East,District #15,USA
43727,"Chandlersville, OH, USA",OH,East,District #15,USA
43728,"Chesterhill, OH, USA",OH,East,District #15,USA
43730,"Corning, OH, USA",OH,East,District #15,USA
43731,"Crooksville, OH, USA",OH,East,District #15,USA
43732,"Cumberland, OH, USA",OH,East,District #15,USA
43733,"Derwent, OH, USA",OH,East,District #15,USA
43734,"Duncan Falls, OH, USA",OH,East,District #15,USA
43735,"East Fultonham, OH, USA",OH,East,District #15,USA
43736,"Fairview, OH, USA",OH,East,District #15,USA
43738,"Fultonham, OH, USA",OH,East,District #15,USA
43739,"Glenford, OH, USA",OH,East,District #15,USA
43740,"Gratiot, OH, USA",OH,East,District #15,USA
43746,"Hopewell, OH, USA",OH,East,District #15,USA
43747,"Jerusalem, OH, USA",OH,East,District #15,USA
43748,"Junction City, OH, USA",OH,East,District #15,USA
43749,"Kimbolton, OH, USA",OH,East,District #14,USA
43750,"Kipling, OH, USA",OH,East,District #15,USA
43752,"Laings, OH, USA",OH,East,District #15,USA
43754,"Lewisville, OH, USA",OH,East,District #15,USA
43755,"Lore City, OH, USA",OH,East,District #15,USA
43756,"Mcconnelsville, OH, USA",OH,East,District #15,USA
43757,"Malaga, OH, USA",OH,East,District #15,USA
43758,"Malta, OH, USA",OH,East,District #15,USA
43759,"Morristown, OH, USA",OH,East,District #15,USA
43760,"Mount Perry, OH, USA",OH,East,District #15,USA
43761,"Moxahala, OH, USA",OH,East,District #15,USA
43762,"New Concord, OH, USA",OH,East,District #15,USA
43764,"New Lexington, OH, USA",OH,East,District #15,USA
43766,"New Straitsville, OH, USA",OH,East,District #15,USA
43767,"Norwich, OH, USA",OH,East,District #15,USA
43768,"Old Washington, OH, USA",OH,East,District #15,USA
43771,"Philo, OH, USA",OH,East,District #15,USA
43772,"Pleasant City, OH, USA",OH,East,District #15,USA
43773,"Quaker City, OH, USA",OH,East,District #15,USA
43777,"Roseville, OH, USA",OH,East,District #15,USA
43778,"Salesville, OH, USA",OH,East,District #15,USA
43779,"Sarahsville, OH, USA",OH,East,District #15,USA
43780,"Senecaville, OH, USA",OH,East,District #15,USA
43782,"Shawnee, OH, USA",OH,East,District #15,USA
43783,"Somerset, OH, USA",OH,East,District #15,USA
43786,"Stafford, OH, USA",OH,East,District #15,USA
43787,"Stockport, OH, USA",OH,East,District #15,USA
43788,"Summerfield, OH, USA",OH,East,District #15,USA
43789,"Sycamore Valley, OH, USA",OH,East,District #15,USA
43791,"White Cottage, OH, USA",OH,East,District #15,USA
43793,"Woodsfield, OH, USA",OH,East,District #15,USA
43802,"Adamsville, OH, USA",OH,East,District #15,USA
43803,"Bakersville, OH, USA",OH,East,District #14,USA
43804,"Baltic, OH, USA",OH,East,District #14,USA
43805,"Blissfield, OH, USA",OH,East,District #15,USA
43811,"Conesville, OH, USA",OH,East,District #15,USA
43812,"Coshocton, OH, USA",OH,East,District #14,USA
43821,"Dresden, OH, USA",OH,East,District #15,USA
43822,"Frazeysburg, OH, USA",OH,East,District #15,USA
43824,"Fresno, OH, USA",OH,East,District #14,USA
43828,"Keene, OH, USA",OH,East,District #14,USA
43830,"Nashport, OH, USA",OH,East,District #15,USA
43832,"Newcomerstown, OH, USA",OH,East,District #14,USA
43836,"Plainfield, OH, USA",OH,East,District #14,USA
43837,"Port Washington, OH, USA",OH,East,District #14,USA
43840,"Stone Creek, OH, USA",OH,East,District #14,USA
43842,"Trinway, OH, USA",OH,East,District #15,USA
43843,"Walhonding, OH, USA",OH,East,District #15,USA
43844,"Warsaw, OH, USA",OH,East,District #15,USA
43845,"West Lafayette, OH, USA",OH,East,District #14,USA
43901,"Adena, OH, USA",OH,East,District #13,USA
43902,"Alledonia, OH, USA",OH,East,District #15,USA
43903,"Amsterdam, OH, USA",OH,East,District #13,USA
43905,"Barton, OH, USA",OH,East,District #15,USA
43906,"Bellaire, OH, USA",OH,East,District #15,USA
43907,"Cadiz, OH, USA",OH,East,District #13,USA
43908,"Bergholz, OH, USA",OH,East,District #13,USA
43909,"Blaine, OH, USA",OH,East,District #15,USA
43910,"Bloomingdale, OH, USA",OH,East,District #13,USA
43912,"Bridgeport, OH, USA",OH,East,District #15,USA
43913,"Brilliant, OH, USA",OH,East,District #13,USA
43914,"Cameron, OH, USA",OH,East,District #15,USA
43915,"Clarington, OH, USA",OH,East,District #15,USA
43916,"Colerain, OH, USA",OH,East,District #15,USA
43917,"Dillonvale, OH, USA",OH,East,District #13,USA
43920,"East Liverpool, OH, USA",OH,East,District #13,USA
43925,"East Springfield, OH, USA",OH,East,District #13,USA
43926,"Empire, OH, USA",OH,East,District #13,USA
43927,"Fairpoint, OH, USA",OH,East,District #15,USA
43928,"Glencoe, OH, USA",OH,East,District #15,USA
43930,"Hammondsville, OH, USA",OH,East,District #13,USA
43931,"Hannibal, OH, USA",OH,East,District #15,USA
43932,"Irondale, OH, USA",OH,East,District #13,USA
43933,"Jacobsburg, OH, USA",OH,East,District #15,USA
43934,"Lansing, OH, USA",OH,East,District #15,USA
43935,"Martins Ferry, OH, USA",OH,East,District #15,USA
43937,"Maynard, OH, USA",OH,East,District #15,USA
43938,"Mingo Junction, OH, USA",OH,East,District #13,USA
43939,"Mount Pleasant, OH, USA",OH,East,District #13,USA
43940,"Neffs, OH, USA",OH,East,District #15,USA
43941,"Piney Fork, OH, USA",OH,East,District #13,USA
43942,"Powhatan Point, OH, USA",OH,East,District #15,USA
43943,"Rayland, OH, USA",OH,East,District #13,USA
43944,"Richmond, OH, USA",OH,East,District #13,USA
43945,"Salineville, OH, USA",OH,East,District #13,USA
43946,"Sardis, OH, USA",OH,East,District #15,USA
43947,"Shadyside, OH, USA",OH,East,District #15,USA
43948,"Smithfield, OH, USA",OH,East,District #13,USA
43950,"Saint Clairsville, OH, USA",OH,East,District #15,USA
43951,"Lafferty, OH, USA",OH,East,District #15,USA
43952,"Steubenville, OH, USA",OH,East,District #13,USA
43953,"Steubenville, OH, USA",OH,East,District #13,USA
43961,"Stratton, OH, USA",OH,East,District #13,USA
43962,"Summitville, OH, USA",OH,East,District #13,USA
43963,"Tiltonsville, OH, USA",OH,East,District #13,USA
43964,"Toronto, OH, USA",OH,East,District #13,USA
43967,"Warnock, OH, USA",OH,East,District #15,USA
43968,"Wellsville, OH, USA",OH,East,District #13,USA
43970,"Wolf Run, OH, USA",OH,East,District #13,USA
43971,"Yorkville, OH, USA",OH,East,District #13,USA
43972,"Bannock, OH, USA",OH,East,District #15,USA
43973,"Freeport, OH, USA",OH,East,District #14,USA
43974,"Harrisville, OH, USA",OH,East,District #13,USA
43976,"Hopedale, OH, USA",OH,East,District #13,USA
43977,"Flushing, OH, USA",OH,East,District #15,USA
43981,"New Athens, OH, USA",OH,East,District #13,USA
43983,"Piedmont, OH, USA",OH,East,District #15,USA
43984,"New Rumley, OH, USA",OH,East,District #13,USA
43985,"Holloway, OH, USA",OH,East,District #15,USA
43986,"Jewett, OH, USA",OH,East,District #13,USA
43988,"Scio, OH, USA",OH,East,District #13,USA
44001,"Amherst, OH, USA",OH,East,District #14,USA
44003,"Andover, OH, USA",OH,East,District #13,USA
44004,"Ashtabula, OH, USA",OH,East,District #14,USA
44005,"Ashtabula, OH, USA",OH,East,District #14,USA
44010,"Austinburg, OH, USA",OH,East,District #14,USA
44011,"Avon, OH, USA",OH,East,District #14,USA
44012,"Avon Lake, OH, USA",OH,East,District #14,USA
44017,"Berea, OH, USA",OH,East,District #14,USA
44021,"Burton, OH, USA",OH,East,District #14,USA
44022,"Chagrin Falls, OH, USA",OH,East,District #14,USA
44023,"Chagrin Falls, OH, USA",OH,East,District #14,USA
44024,"Chardon, OH, USA",OH,East,District #14,USA
44026,"Chesterland, OH, USA",OH,East,District #14,USA
44028,"Columbia Station, OH, USA",OH,East,District #14,USA
44030,"Conneaut, OH, USA",OH,East,District #06,USA
44032,"Dorset, OH, USA",OH,East,District #13,USA
44033,"East Claridon, OH, USA",OH,East,District #14,USA
44035,"Elyria, OH, USA",OH,East,District #14,USA
44036,"Elyria, OH, USA",OH,East,District #14,USA
